id_patrimonio,id_parlamentar_voz,casa,ano_eleicao,ds_cargo,ds_tipo_bem,ds_bem,valor_bem
206,1178833,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,PERMUTA DAS 2/32 QUOTAS DE CAPITAL SOCIAL DA EMPRESA CENTRO MEDICO POLICLINICA RESENDE CNPJ 03.951.749/0001-02 C/ UMA SL COMER NO COND MED POL CLI RES ¿ SL 804,17250
207,1178833,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",SALDO CONTA CORRENT BCO BRASIL AG 4688-4 EM NOME ESPOSA ARLETE SERFIOTS,4804.75
208,1178833,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,DISPONIBILIDADE FINANCEIRA EM PODER DO CONTRIBUINTE,245000
209,1178833,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"15% TERRENO N.23 Q.2, ÁREA 20 DO LOT. PORTO BRACURY-ANGRA/RJ.CEF ESCRT. D PROME. D CMP. E VND. LV278,FL123/126ATO43 DO 1.OFIC. D JUST. C/,ENT D R$50.000,00+9 PARC EM2009 e 11PARC EM2010 D R$2.000,00",90000
210,1178833,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,SALDO EM CONTA CORRENTE BB AG 4884 CONTA 6015-1,11005.47
211,1178833,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",SALDO POUPANÇA OURO BRASIL AG 4688-4 CTA 6142-5 EM NOME DE SUA FILHA AMANDA SERFIOTS CPF 147.712.327-09,68869.66
212,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,180500
213,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,77175
214,1204516,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,605137
215,1204516,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,279234.53
216,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,80989.09
217,1204516,camara,2018,DEPUTADO FEDERAL,Galpão,#NULO#,84172
218,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,2000
219,1204516,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,120000
220,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,111458.08
221,1204516,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,298884.81
222,1204516,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,94605.07
223,1204516,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,7065
224,1204516,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,351996.77
225,1204516,camara,2018,DEPUTADO FEDERAL,Título de clube e assemelhado,#NULO#,30000
226,1204516,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,#NULO#,537000
227,1204516,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,643200
228,1204516,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,135969.43
229,1204516,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,2000
230,1204516,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,#NULO#,14206.45
231,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,15750
232,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,267250
233,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,93800
234,1204516,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,668704
235,1204516,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,30000
236,1204516,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,6733.88
237,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,58600
238,1204516,camara,2018,DEPUTADO FEDERAL,Fundo de Investimento Imobiliário,#NULO#,760852.69
239,1204516,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,363275.97
240,1204516,camara,2018,DEPUTADO FEDERAL,Galpão,#NULO#,1259346
241,1204516,camara,2018,DEPUTADO FEDERAL,Galpão,#NULO#,385000
242,1204516,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,4779504
243,1204516,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,469950
244,1204516,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,2743418
245,1204516,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,1592500
246,1204516,camara,2018,DEPUTADO FEDERAL,Galpão,#NULO#,186000
247,1204516,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,3607.49
248,1204516,camara,2018,DEPUTADO FEDERAL,"Jóia, quadro, objeto de arte, de coleção, antiguidade, etc.",#NULO#,308200
249,1204516,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,136750.83
250,1204516,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,412019
251,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,44360
252,1204516,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,1471241
253,1204516,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,250000
254,1204516,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,255039
255,1204516,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,10006.5
256,1204516,camara,2018,DEPUTADO FEDERAL,Galpão,#NULO#,550000
257,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,96410.14
258,1204516,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,14309.17
259,1204516,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,250000
260,1204516,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,1072.3
261,1204516,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,1753270.81
262,1204516,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,87504
263,1204516,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,4005517
264,1204516,camara,2018,DEPUTADO FEDERAL,Galpão,#NULO#,92920
265,1204516,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,1500000
266,1204516,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,#NULO#,224283
267,174057,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMÓVEL FIAT TORO MODELO 2016,70807.28
268,174057,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"CONTA CORRENTE BANCO DO BRASIL 269692-4, AG: 4884-4",10425.61
269,174057,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMÓVEL RENAULT SANDERO MODELO 2013,14000
270,174057,camara,2018,DEPUTADO FEDERAL,Casa,"IMÓVEL RESIDENCIAL FINANCIADO PELA CAIXA ECONÔMICA FEDERAL DESDE 09/07/2012, RUA ANTÔNIO DOS PASSOS, 145, FEDERAÇÃO, SALVADOR ¿ BAHIA ¿ Casa",1000000
271,174057,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMÓVEL FIAT UNO ANO 2011,60171.36
272,174057,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)","TÍTULO DE CAPITALIZAÇÃO OUROCAP DO BANCO DO BRASIL Aplicação de renda fixa (CDB, RDB e outros)",9622.83
273,174057,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMÓVEL HYNDAI HB20 1.6 UNO ANO 2011,42535
274,1178927,camara,2018,DEPUTADO FEDERAL,Terreno,"Terreno urbano constituido pelo lote 84, da quadra 13, situado na Vila Hilgemberg, Bairro Nova Rússia, Ponta Grossa, matrícula n. 28.134",65000
275,1178927,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,Título de Capitalização MAPFRE (Fundo de Capitalização),4656.93
276,1178927,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Depósito Bancário em Conta Corrente na Caixa Econômica Federal,3685.91
277,1178927,camara,2018,DEPUTADO FEDERAL,Casa,"Construção de uma casa em alvenaria (Financiamento), com aproximadamente 233,12 mts2, lote 84, da quadra 13, situado na Vila Hilgemberg, Bairro Nova Rússia, Ponta Grossa",90000
278,1178927,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,Depósito Bancário em Caderneta de Poupança na Caixa Econômica Federal,80.42
279,1178927,camara,2018,DEPUTADO FEDERAL,Casa,"Casa e seu respectivo terreno(financiamento) sob o n. 304/B quadra 82, na cidade de Ponta Grossa, PR",40972.46
280,1178927,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,Aplicação em previdência privada Brasilprev,32125.95
281,1204400,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,42250
282,1204400,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,90000
283,1204400,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,248.54
284,1178937,camara,2018,DEPUTADO FEDERAL,Terreno,"lotes de terro 14.A e 15.A localizados na estrada dos pachecos, são gonçalo CFE.",2.31
285,1178937,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"saldo em conta corrente no banco do brasil s/a, agencia 4884 conta 2269-1.",120716.99
286,1178937,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",Capitalização ITAU(PIC) na agencia 6171 conta 02695-5.,2009.16
287,1178937,camara,2018,DEPUTADO FEDERAL,Casa,"imovel na estrada de itaipu 777, casa 66, jardim de Uba CFE .",450000
288,1178937,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",automovel corolla xei 2.0 2014/15 adquirido da Inter Japan Veiculos em 16/06/2014.,55993.82
289,1178937,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",Fundo de Investimento Junto a Caixa Economica Federal.,13933.43
290,1178937,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,saldo em conta corrente na caixa econômica federal agencia 2223 conta 00100022953-5.,10188.05
291,1178937,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,50 quotas do capital da empresa FAzenda Nova Modelo Santa Edwiges Com e Representações LTDA.,106645
292,1178937,camara,2018,DEPUTADO FEDERAL,Crédito decorrente de alienação,credito a receber pela venda de 9200 quotas do capital da empresa Tecidos Cortes Freitas LTDA.,9869.43
293,1178937,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)","Fundo de numerário voluntario, constituído em moeda corrente no pais.",178630
294,1178937,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,"Participação de Mariana Paesler Coutinho, na empresa AllPharma Industria de Cosméticos LTDA.",1000000
295,1178937,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,saldo na conta corrente Bradesco s/a cônjuge Mariana Coutinho Paesler cpf 041.196.507-74,7781.13
296,1178937,camara,2018,DEPUTADO FEDERAL,Crédito decorrente de alienação,credito a receber pela venda de 720.000 quotas da empresa B S Industrias e Comercio LTDA,720000
297,1178937,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","automovel VW-Jett hl ae 2016/16, adquirido em 25/07/2016 de Scala Com. Serv Automoveis LTDA.",117400.53
298,1178937,camara,2018,DEPUTADO FEDERAL,Terreno,"lote 8.A, 9.A, 10.A, 11.A, 12.A E 13.A com 2160m com galpão na estrada do pacheco 821, 2° distrito de são gonçalo-rj, adquirido em 23/04/1991 CFE.",1000000
299,1178937,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Automovel VW-Amarok CD 4x4 highline DIESEL prata-vegas, adquirida em setembro de 2015, de Abolição Veiculos LTDA.",150737.76
300,1178881,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,#NULO#,1254324.38
301,1178881,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,2950.42
302,1178881,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,121000
303,1178881,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,42203.55
304,1178881,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,1747
305,1178881,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,423500
306,1178881,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,515433.52
307,1178881,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,856.02
308,1178881,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,28700.15
309,1178881,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,343672.74
310,1178881,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,78160.29
311,1178881,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,10000
312,1178881,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,3.01
313,1178881,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,87883.28
314,1178881,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,108000
315,1178881,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,251836.43
316,1204356,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,CONTA CORRENTE BANESTES AG. 277,247.12
317,1204356,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO SITO NO ED. RIO TANGI, SÃO DIOGO - SERRA - ES",62809.01
318,1204356,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,CADERNETA DE POUPANÇA BANCO BRADESCO AG 3264,46015.35
319,1204356,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO SITO NO ED. MILOS, PRAIA DA COSTA - VILA VELHA - ES",308435.69
320,1204356,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",VEICULO HYUNDAI TUCSON GLS 2.0 2011/2012 PRETO,41550
321,1204356,camara,2018,DEPUTADO FEDERAL,Consórcio não contemplado,CONSÓRCIO BRADESCO PARA AQUISIÇÃO DE VEÍCULO FIAT UNO WAY 1.0,14395.15
322,1204356,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",VEICULO FIAT DOBLO ADVENTURE 2004 PRETO,20000
323,1204356,camara,2018,DEPUTADO FEDERAL,Loja,"LOJA SITO NO ED. BOULEVARD DA PRAIA, PRAIA DO CANTO - VITÓRIA - ES",150000
324,1204356,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,CONTA CORRENTE BANCO BRADESCO AG 3264,18368.75
325,1204356,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",VEICULO FOR KA FLEX 2010/2011 PRETO,15000
326,1204356,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,DINHEIRO EM ESPÉCIE,250000
327,1204356,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,INTEGRALIZAÇÃO DE 2940 COTAS DE CAPITAL NA EMPRESA ARX COMUNICAÇÃO LTDA,2940
328,1178831,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,208327.24
329,1178831,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,52313.58
330,1178831,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,4121.27
331,174471,camara,2018,DEPUTADO FEDERAL,Fundo de Curto Prazo,#NULO#,265.51
332,174471,camara,2018,DEPUTADO FEDERAL,Linha telefônica,#NULO#,646.58
333,174471,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,25000
334,174471,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,591500
335,174471,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,480184.18
336,174471,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,15816.83
337,174471,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,675000
338,174471,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,12507.4
339,174471,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,33909.96
340,174471,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,75273.93
341,1204423,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO NO EDF PORTO PARAISO, 13 ANDAR, ADQUIRIDO EM 03/03/2016 DO SR. SEVERINO JOSE DE SOUZA JUNIOR, CPF 962.312.034-68 E GRECY KELY MARIA SILVA DE SOUZA, CPF 036.957.164-95",200000
342,1204423,camara,2018,DEPUTADO FEDERAL,Casa,"1/4 DA CASA LOCALIZADA NA QUADRA D3, NOS LOTE 02 E 03, PRAIA DE SERRAMBI IPOJUCA/PE",48000
343,1204423,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,50% DAS COTAS DA EMPRESA A F AGROPECUARIA LTDA EPP,15000
344,1204423,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,POUPANÇA SANTANDER,4806.98
345,1204423,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,CONTA-CORRENTE SANTANDER,18660.72
346,1204423,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO 801 EDF. MARIA TERESA COELHO, AV. BEIRA RIO, 334, ILHA DO RETIRO, RECIFE/PE",509250
347,1204423,camara,2018,DEPUTADO FEDERAL,Apartamento,"FLAT LOCALIZADO NA VILA HIPICA FLAT E CLUB, NO LOTE A DA FAZENDA ALEGRIA, MUNICIPIO DE GRAVATA/PE",279762.36
348,1204423,camara,2018,DEPUTADO FEDERAL,Consórcio não contemplado,CONSORCIO SANTANDER,11494.26
349,1204423,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO LOCALIZADO NO EMPREENDIMENTO LE PARC BOA VIAGEM, TORRE CHARMANT SUD, 601, BOA VIAGEM, RECIFE/PE",602171.45
350,1133439,camara,2018,DEPUTADO FEDERAL,Terreno,"Terreno ¿ Com área de 12,5 HÁ Mat n. 10714 Cartório Carlinda Paula",112500
351,1133439,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Veículo Nissan March 2013/2014 Placa ORS 7864,33990
352,1133439,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",#NULO#,73003.53
353,1133439,camara,2018,DEPUTADO FEDERAL,Outros fundos,#NULO#,17922.44
354,1133439,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,3573.39
355,1133439,camara,2018,DEPUTADO FEDERAL,Sala ou conjunto,Salas Comerciais ¿ 1901 -1906  Empreendimentos Green Tower  LC Corporate,1664325.61
356,1133439,camara,2018,DEPUTADO FEDERAL,Apartamento,Apartamento ¿ Rua Silva jataí 250 Apto 2200 Meireles,750000
357,1133439,camara,2018,DEPUTADO FEDERAL,Apartamento,Apartamento 405/406 Cumbuco Pal Beach Wai Wai,828035.57
358,1133439,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,187634.61
359,1133439,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,Quotas Subscritas à empresa Iracema Logística Industrial LTDA CNPJ 10.991.120/0001-51,155329
360,1133439,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Veículo Peogeot /307 SW 2007/2008 Placa HYQ 2094,30432
361,1133439,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,10353.99
362,1133439,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,2521.18
363,1133439,camara,2018,DEPUTADO FEDERAL,Apartamento,Flat ¿ Loft Praia Condomínio ¿ Avenida Abolição 1898 apto 705 Meireles,124961.2
364,1133439,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Veículo XC 60 2014/2015 Volvo placa PMN 1234,159950
365,1178882,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,65000
366,1178882,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,#NULO#,105000
367,1178882,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,162154
368,1178882,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,#NULO#,7417.14
369,1178882,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,55000
370,1178882,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,50000
371,1178882,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,237333.28
372,1204515,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,65000
373,1204515,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,30000
374,1204515,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,80000
375,173696,camara,2018,DEPUTADO FEDERAL,Casa,"Casa em Ponta das Canas, Florianópolis",248376.79
376,173696,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),2.640 Ações do banco do Brasil,69.17
377,173696,camara,2018,DEPUTADO FEDERAL,Outros bens móveis,Cinco computadores com acessórios em notebook toshiba,37412.3
378,173696,camara,2018,DEPUTADO FEDERAL,Terreno,"Lote 48 em bom Abrigo, Florianópolis",69397.28
379,173696,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),10.404 Ações Ordinárias da Incocesa,3121.2
380,173696,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,Poupança Ouro Banco do Brasil,5271.08
381,173696,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Conta Estilo Banco do Brasil,52811.16
382,173696,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,Poupança Ouro Banco do Brasil,2135.12
383,173696,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),"8.243 Ações da Teka, convertidas em 1 ON e 6 PN",181.36
384,173696,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Camioneta Volvo XC60 2.0 T5 ano 2015 modelo 2016,102000
385,173696,camara,2018,DEPUTADO FEDERAL,Sala ou conjunto,1/4 de duas salas no Ed. Zahia em Florianópolis do espolio de Elza Marini Amin Helou,36229.36
